Date,DOW,Rank,Daily,%± YD,%± LW,Theaters,Avg,To Date,Day,Estimated
Aug 20,Friday,9,"$317,117",+47.3%,-42.9%,"1,340",$236,"$179,371,160",43,false
Aug 21,Saturday,9,"$495,192",+56.2%,-39.5%,"1,340",$369,"$179,866,352",44,false
Aug 22,Sunday,9,"$301,382",-39.1%,-43.9%,"1,340",$224,"$180,167,734",45,false
Aug 23,Monday,9,"$122,010",-59.5%,-46.6%,"1,340",$91,"$180,289,744",46,false
Aug 24,Tuesday,9,"$138,983",+13.9%,-49.1%,"1,340",$103,"$180,428,727",47,false
Aug 25,Wednesday,9,"$125,727",-9.5%,-44.3%,"1,340",$93,"$180,554,454",48,false
Aug 26,Thursday,8,"$121,953",-3%,-43.4%,"1,340",$91,"$180,676,407",49,false
Aug 27,Friday,10,"$212,818",+74.5%,-32.9%,"1,050",$202,"$180,889,225",50,false
Aug 28,Saturday,10,"$356,840",+67.7%,-27.9%,"1,050",$339,"$181,246,065",51,false
Aug 29,Sunday,9,"$216,892",-39.2%,-28%,"1,050",$206,"$181,462,957",52,false
Aug 30,Monday,9,"$77,797",-64.1%,-36.2%,"1,050",$74,"$181,540,754",53,false
Aug 31,Tuesday,9,"$86,410",+11.1%,-37.8%,"1,050",$82,"$181,627,164",54,false
Sep 1,Wednesday,9,"$71,475",-17.3%,-43.2%,"1,050",$68,"$181,698,639",55,false
Sep 2,Thursday,9,"$54,680",-23.5%,-55.2%,"1,050",$52,"$181,753,319",56,false
Sep 3,Friday,8,"$205,681",+276.2%,-3.4%,750,$274,"$181,959,000",57,false
Sep 4,Saturday,8,"$290,434",+41.2%,-18.6%,750,$387,"$182,249,434",58,false
Sep 5,Sunday,8,"$283,329",-2.4%,+30.6%,750,$377,"$182,532,763",59,false
Sep 6Labor Day,Monday,8,"$157,703",-44.3%,+102.7%,750,$210,"$182,690,466",60,false
Sep 7,Tuesday,10,"$45,384",-71.2%,-47.5%,750,$60,"$182,735,850",61,false
Sep 8,Wednesday,10,"$40,718",-10.3%,-43%,750,$54,"$182,776,568",62,false
Sep 9,Thursday,10,"$40,719",<0.1%,-25.5%,750,$54,"$182,817,287",63,false
Sep 10,Friday,12,"$81,751",+100.8%,-60.3%,510,$160,"$182,899,038",64,false
Sep 11,Saturday,10,"$134,887",+65%,-53.6%,510,$264,"$183,033,925",65,false
Sep 12,Sunday,11,"$66,538",-50.7%,-76.5%,510,$130,"$183,100,463",66,false
Sep 13,Monday,12,"$21,498",-67.7%,-86.4%,510,$42,"$183,121,961",67,false
Sep 14,Tuesday,11,"$28,737",+33.7%,-36.7%,510,$56,"$183,150,698",68,false
Sep 15,Wednesday,12,"$26,635",-7.3%,-34.6%,510,$52,"$183,177,333",69,false
Sep 16,Thursday,13,"$24,661",-7.4%,-39.4%,510,$48,"$183,201,994",70,false
Sep 17,Friday,16,"$51,817",+110.1%,-36.6%,325,$159,"$183,253,811",71,false
Sep 18,Saturday,14,"$85,040",+64.1%,-37%,325,$261,"$183,338,851",72,false
Sep 19,Sunday,14,"$46,356",-45.5%,-30.3%,325,$142,"$183,385,207",73,false
Sep 20,Monday,15,"$16,633",-64.1%,-22.6%,325,$51,"$183,401,840",74,false
Sep 21,Tuesday,16,"$18,351",+10.3%,-36.1%,325,$56,"$183,420,191",75,false
Sep 22,Wednesday,16,"$13,677",-25.5%,-48.7%,325,$42,"$183,433,868",76,false
Sep 23,Thursday,16,"$12,340",-9.8%,-50%,325,$37,"$183,446,208",77,false
Sep 24,Friday,14,"$33,156",+168.7%,-36%,250,$132,"$183,479,364",78,false
Sep 25,Saturday,14,"$53,460",+61.2%,-37.1%,250,$213,"$183,532,824",79,false
Sep 26,Sunday,15,"$28,105",-47.4%,-39.4%,250,$112,"$183,560,929",80,false
Sep 27,Monday,16,"$10,425",-62.9%,-37.3%,250,$41,"$183,571,354",81,false
Sep 28,Tuesday,17,"$10,424",<0.1%,-43.2%,250,$41,"$183,581,778",82,false
Sep 29,Wednesday,16,"$11,353",+8.9%,-17%,250,$45,"$183,593,131",83,false
Sep 30,Thursday,17,"$9,190",-19.1%,-25.5%,250,$36,"$183,602,321",84,false
Oct 1,Friday,21,"$6,374",-30.6%,-80.8%,100,$63,"$183,608,695",85,false
Oct 2,Saturday,21,"$11,242",+76.4%,-79%,100,$112,"$183,619,937",86,false
Oct 3,Sunday,22,"$6,283",-44.1%,-77.6%,100,$62,"$183,626,220",87,false
Oct 4,Monday,21,"$2,465",-60.8%,-76.4%,100,$24,"$183,628,685",88,false
Oct 5,Tuesday,24,"$2,489",+1%,-76.1%,100,$24,"$183,631,174",89,false
Oct 6,Wednesday,25,"$2,154",-13.5%,-81%,100,$21,"$183,633,328",90,false
Oct 7,Thursday,22,"$2,131",-1.1%,-76.8%,100,$21,"$183,635,459",91,false
Oct 8,Friday,26,"$3,396",+59.4%,-46.7%,55,$61,"$183,638,855",92,false
Oct 9,Saturday,26,"$5,741",+69.1%,-48.9%,55,$104,"$183,644,596",93,false
Oct 10,Sunday,26,"$2,711",-52.8%,-56.9%,55,$49,"$183,647,307",94,false
Oct 11Indig. Peoples' Day,Monday,23,"$1,280",-52.8%,-48.1%,55,$23,"$183,648,587",95,false
Oct 12,Tuesday,23,$839,-34.5%,-66.3%,55,$15,"$183,649,426",96,false
Oct 13,Wednesday,20,"$1,383",+64.8%,-35.8%,55,$25,"$183,650,809",97,false
Oct 14,Thursday,24,$846,-38.8%,-60.3%,55,$15,"$183,651,655",98,false
