Date,DOW,Rank,Daily,%± YD,%± LW,Theaters,Avg,To Date,Day,Estimated
Jun 13World Cup (South Africa),Sunday,9,"$1,242,505",-35.8%,-44.7%,"2,305",$539,"$299,282,390",38,false
Jun 14World Cup (South Africa),Monday,9,"$538,035",-56.7%,-32.9%,"2,305",$233,"$299,820,425",39,false
Jun 15World Cup (South Africa),Tuesday,9,"$511,560",-4.9%,-38.2%,"2,305",$221,"$300,331,985",40,false
Jun 16World Cup (South Africa),Wednesday,9,"$536,515",+4.9%,-36.7%,"2,305",$232,"$300,868,500",41,false
Jun 17World Cup (South Africa),Thursday,9,"$469,577",-12.5%,-45%,"2,305",$203,"$301,338,077",42,false
Jun 18World Cup (South Africa),Friday,10,"$715,417",+52.4%,-46.7%,"1,612",$443,"$302,053,494",43,false
Jun 19World Cup (South Africa),Saturday,10,"$1,049,141",+46.6%,-45.8%,"1,612",$650,"$303,102,635",44,false
Jun 20World Cup (South Africa),Sunday,9,"$1,107,694",+5.6%,-10.8%,"1,612",$687,"$304,210,329",45,false
Jun 21World Cup (South Africa),Monday,10,"$342,907",-69%,-36.3%,"1,612",$212,"$304,553,236",46,false
Jun 22World Cup (South Africa),Tuesday,11,"$331,915",-3.2%,-35.1%,"1,612",$205,"$304,885,151",47,false
Jun 23World Cup (South Africa),Wednesday,12,"$300,013",-9.6%,-44.1%,"1,612",$186,"$305,185,164",48,false
Jun 24World Cup (South Africa),Thursday,11,"$322,105",+7.4%,-31.4%,"1,612",$199,"$305,507,269",49,false
Jun 25World Cup (South Africa),Friday,11,"$410,966",+27.6%,-42.6%,"1,169",$351,"$305,918,235",50,false
Jun 26World Cup (South Africa),Saturday,11,"$593,766",+44.5%,-43.4%,"1,169",$507,"$306,512,001",51,false
Jun 27World Cup (South Africa),Sunday,11,"$431,646",-27.3%,-61%,"1,169",$369,"$306,943,647",52,false
Jun 28World Cup (South Africa),Monday,11,"$194,463",-54.9%,-43.3%,"1,169",$166,"$307,138,110",53,false
Jun 29World Cup (South Africa),Tuesday,13,"$180,240",-7.3%,-45.7%,"1,169",$154,"$307,318,350",54,false
Jun 30World Cup (South Africa),Wednesday,11,"$175,166",-2.8%,-41.6%,"1,169",$149,"$307,493,516",55,false
Jul 1World Cup (South Africa),Thursday,11,"$160,947",-8.1%,-50%,"1,169",$137,"$307,654,463",56,false
Jul 2World Cup (South Africa),Friday,13,"$215,079",+33.6%,-47.7%,522,$412,"$307,869,542",57,false
Jul 3World Cup (South Africa),Saturday,13,"$243,163",+13.1%,-59%,522,$465,"$308,112,705",58,false
Jul 4Independence DayWorld Cup (South Africa),Sunday,11,"$180,072",-25.9%,-58.3%,522,$344,"$308,292,777",59,false
Jul 5World Cup (South Africa),Monday,11,"$237,520",+31.9%,+22.1%,522,$455,"$308,530,297",60,false
Jul 6World Cup (South Africa),Tuesday,13,"$106,552",-55.1%,-40.9%,522,$204,"$308,636,849",61,false
Jul 7World Cup (South Africa),Wednesday,11,"$101,621",-4.6%,-42%,522,$194,"$308,738,470",62,false
Jul 8World Cup (South Africa),Thursday,10,"$106,069",+4.4%,-34.1%,522,$203,"$308,844,539",63,false
Jul 9World Cup (South Africa),Friday,17,"$121,643",+14.7%,-43.4%,333,$365,"$308,966,182",64,false
Jul 10World Cup (South Africa),Saturday,17,"$170,995",+40.6%,-29.7%,333,$513,"$309,137,177",65,false
Jul 11World Cup (South Africa),Sunday,16,"$100,117",-41.5%,-44.4%,333,$300,"$309,237,294",66,false
Jul 12,Monday,17,"$53,511",-46.6%,-77.5%,333,$160,"$309,290,805",67,false
Jul 13,Tuesday,17,"$61,215",+14.4%,-42.5%,333,$183,"$309,352,020",68,false
Jul 14,Wednesday,18,"$55,289",-9.7%,-45.6%,333,$166,"$309,407,309",69,false
Jul 15,Thursday,18,"$49,541",-10.4%,-53.3%,333,$148,"$309,456,850",70,false
Jul 16,Friday,13,"$168,147",+239.4%,+38.2%,362,$464,"$309,624,997",71,false
Jul 17,Saturday,13,"$221,843",+31.9%,+29.7%,362,$612,"$309,846,840",72,false
Jul 18,Sunday,13,"$171,750",-22.6%,+71.5%,362,$474,"$310,018,590",73,false
Jul 19,Monday,13,"$91,726",-46.6%,+71.4%,362,$253,"$310,110,316",74,false
Jul 20,Tuesday,13,"$108,329",+18.1%,+77%,362,$299,"$310,218,645",75,false
Jul 21,Wednesday,13,"$90,655",-16.3%,+64%,362,$250,"$310,309,300",76,false
Jul 22,Thursday,13,"$92,549",+2.1%,+86.8%,362,$255,"$310,401,849",77,false
Jul 23,Friday,15,"$136,636",+47.6%,-18.7%,330,$414,"$310,538,485",78,false
Jul 24,Saturday,15,"$178,357",+30.5%,-19.6%,330,$540,"$310,716,842",79,false
Jul 25,Sunday,15,"$123,982",-30.5%,-27.8%,330,$375,"$310,840,824",80,false
Jul 26,Monday,16,"$67,183",-45.8%,-26.8%,330,$203,"$310,908,007",81,false
Jul 27,Tuesday,16,"$74,910",+11.5%,-30.8%,330,$227,"$310,982,917",82,false
Jul 28,Wednesday,17,"$67,734",-9.6%,-25.3%,330,$205,"$311,050,651",83,false
Jul 29,Thursday,17,"$65,079",-3.9%,-29.7%,330,$197,"$311,115,730",84,false
Jul 30,Friday,19,"$91,350",+40.4%,-33.1%,286,$319,"$311,207,080",85,false
Jul 31,Saturday,19,"$122,483",+34.1%,-31.3%,286,$428,"$311,329,563",86,false
Aug 1,Sunday,20,"$87,444",-28.6%,-29.5%,286,$305,"$311,417,007",87,false
Aug 2,Monday,19,"$48,008",-45.1%,-28.5%,286,$167,"$311,465,015",88,false
Aug 3,Tuesday,19,"$52,668",+9.7%,-29.7%,286,$184,"$311,517,683",89,false
Aug 4,Wednesday,19,"$47,133",-10.5%,-30.4%,286,$164,"$311,564,816",90,false
Aug 5,Thursday,19,"$47,850",+1.5%,-26.5%,286,$167,"$311,612,666",91,false
Aug 6,Friday,25,"$56,802",+18.7%,-37.8%,224,$253,"$311,669,468",92,false
Aug 7,Saturday,24,"$80,884",+42.4%,-34%,224,$361,"$311,750,352",93,false
Aug 8,Sunday,24,"$55,829",-31%,-36.2%,224,$249,"$311,806,181",94,false
Aug 9,Monday,23,"$29,331",-47.5%,-38.9%,224,$130,"$311,835,512",95,false
Aug 10,Tuesday,23,"$35,097",+19.7%,-33.4%,224,$156,"$311,870,609",96,false
Aug 11,Wednesday,22,"$30,077",-14.3%,-36.2%,224,$134,"$311,900,686",97,false
Aug 12,Thursday,22,"$29,869",-0.7%,-37.6%,224,$133,"$311,930,555",98,false
Aug 13,Friday,28,"$35,383",+18.5%,-37.7%,178,$198,"$311,965,938",99,false
Aug 14,Saturday,27,"$53,704",+51.8%,-33.6%,178,$301,"$312,019,642",100,false
Aug 15,Sunday,27,"$37,791",-29.6%,-32.3%,178,$212,"$312,057,433",101,false
Aug 16,Monday,28,"$16,883",-55.3%,-42.4%,178,$94,"$312,074,316",102,false
Aug 17,Tuesday,29,"$19,044",+12.8%,-45.7%,178,$106,"$312,093,360",103,false
Aug 18,Wednesday,30,"$16,801",-11.8%,-44.1%,178,$94,"$312,110,161",104,false
Aug 19,Thursday,26,"$18,184",+8.2%,-39.1%,178,$102,"$312,128,345",105,false
