Date,DOW,Rank,Daily,%± YD,%± LW,Theaters,Avg,To Date,Day,Estimated
Nov 13,Saturday,16,"$101,858",+42.2%,-62%,335,$304,"$224,330,176",72,false
Nov 14,Sunday,16,"$52,273",-48.7%,-68.9%,335,$156,"$224,382,449",73,false
Nov 15,Monday,17,"$18,405",-64.8%,-73.7%,335,$54,"$224,400,854",74,false
Nov 16,Tuesday,17,"$20,124",+9.3%,-73.2%,335,$60,"$224,420,978",75,false
Nov 17,Wednesday,17,"$17,397",-13.6%,-74.9%,335,$51,"$224,438,375",76,false
Nov 18,Thursday,17,"$15,707",-9.7%,-83.6%,335,$46,"$224,454,082",77,false
Nov 19,Friday,24,"$14,179",-9.7%,-80.2%,120,$118,"$224,468,261",78,false
Nov 20,Saturday,24,"$20,925",+47.6%,-79.5%,120,$174,"$224,489,186",79,false
Nov 21,Sunday,23,"$13,860",-33.8%,-73.5%,120,$115,"$224,503,046",80,false
Nov 22,Monday,22,"$7,705",-44.4%,-58.1%,120,$64,"$224,510,751",81,false
Nov 23,Tuesday,23,"$7,394",-4%,-63.3%,120,$61,"$224,518,145",82,false
Nov 24,Wednesday,28,"$3,215",-56.5%,-81.5%,65,$49,"$224,521,360",83,false
Nov 25Thanksgiving,Thursday,30,"$1,608",-50%,-89.8%,65,$24,"$224,522,968",84,false
Nov 26,Friday,30,"$6,029",+274.9%,-57.5%,65,$92,"$224,528,997",85,false
Nov 27,Saturday,30,"$6,000",-0.5%,-71.3%,65,$92,"$224,534,997",86,false
Nov 28,Sunday,30,"$2,820",-53%,-79.7%,65,$43,"$224,537,817",87,false
Nov 29,Monday,27,"$1,484",-47.4%,-80.7%,65,$22,"$224,539,301",88,false
Nov 30,Tuesday,28,"$1,048",-29.4%,-85.8%,65,$16,"$224,540,349",89,false
Dec 1,Wednesday,30,"$1,068",+1.9%,-66.8%,65,$16,"$224,541,417",90,false
Dec 2,Thursday,26,"$1,875",+75.6%,+16.6%,65,$28,"$224,543,292",91,false
