Date,DOW,Rank,Daily,%± YD,%± LW,Theaters,Avg,To Date,Day,Estimated
Jun 25,Monday,7,"$962,092",-50%,-15.1%,"2,230",$431,"$599,387,534",53,false
Jun 26,Tuesday,8,"$989,546",+2.9%,-15%,"2,230",$443,"$600,377,080",54,false
Jun 27,Wednesday,8,"$838,655",-15.2%,-23.9%,"2,230",$376,"$601,215,735",55,false
Jun 28,Thursday,6,"$867,338",+3.4%,-17.8%,"2,230",$388,"$602,083,073",56,false
Jun 29,Friday,11,"$1,305,521",+50.5%,-41%,"1,757",$743,"$603,388,594",57,false
Jun 30,Saturday,9,"$1,816,647",+39.2%,-40.3%,"1,757","$1,033","$605,205,241",58,false
Jul 1,Sunday,10,"$1,299,503",-28.5%,-32.4%,"1,757",$739,"$606,504,744",59,false
Jul 2,Monday,8,"$714,777",-45%,-25.7%,"1,757",$406,"$607,219,521",60,false
Jul 3,Tuesday,11,"$544,755",-23.8%,-44.9%,"1,352",$402,"$607,764,276",61,false
Jul 4Independence Day,Wednesday,10,"$718,276",+31.9%,-14.4%,"1,352",$531,"$608,482,552",62,false
Jul 5,Thursday,11,"$477,208",-33.6%,-45%,"1,270",$375,"$608,959,760",63,false
Jul 6,Friday,12,"$680,818",+42.7%,-47.9%,"1,125",$605,"$609,640,578",64,false
Jul 7,Saturday,12,"$918,223",+34.9%,-49.5%,"1,125",$816,"$610,558,801",65,false
Jul 8,Sunday,12,"$569,083",-38%,-56.2%,"1,125",$505,"$611,127,884",66,false
Jul 9,Monday,12,"$261,442",-54.1%,-63.4%,"1,125",$232,"$611,389,326",67,false
Jul 10,Tuesday,12,"$311,771",+19.3%,-42.8%,"1,125",$277,"$611,701,097",68,false
Jul 11,Wednesday,12,"$272,336",-12.6%,-62.1%,"1,125",$242,"$611,973,433",69,false
Jul 12,Thursday,13,"$288,299",+5.9%,-39.6%,"1,125",$256,"$612,261,732",70,false
Jul 13,Friday,11,"$395,434",+37.2%,-41.9%,747,$529,"$612,657,166",71,false
Jul 14,Saturday,11,"$587,183",+48.5%,-36.1%,747,$786,"$613,244,349",72,false
Jul 15,Sunday,11,"$416,137",-29.1%,-26.9%,747,$557,"$613,660,486",73,false
Jul 16,Monday,11,"$188,724",-54.6%,-27.8%,747,$252,"$613,849,210",74,false
Jul 17,Tuesday,11,"$221,405",+17.3%,-29%,747,$296,"$614,070,615",75,false
Jul 18,Wednesday,12,"$194,838",-12%,-28.5%,747,$260,"$614,265,453",76,false
Jul 19,Thursday,13,"$172,561",-11.4%,-40.1%,747,$231,"$614,438,014",77,false
Jul 20,Friday,14,"$190,088",+10.2%,-51.9%,495,$384,"$614,628,102",78,false
Jul 21,Saturday,14,"$254,913",+34.1%,-56.6%,495,$514,"$614,883,015",79,false
Jul 22,Sunday,14,"$175,410",-31.2%,-57.8%,495,$354,"$615,058,425",80,false
Jul 23,Monday,14,"$98,364",-43.9%,-47.9%,495,$198,"$615,156,789",81,false
Jul 24,Tuesday,13,"$123,367",+25.4%,-44.3%,495,$249,"$615,280,156",82,false
Jul 25,Wednesday,14,"$93,538",-24.2%,-52%,495,$188,"$615,373,694",83,false
Jul 26,Thursday,12,"$110,157",+17.8%,-36.2%,495,$222,"$615,483,851",84,false
Aug 31,Friday,14,"$383,116",-,-,"1,705",$224,"$618,233,009",120,false
Sep 1,Saturday,14,"$688,184",+79.6%,-,"1,705",$403,"$618,921,193",121,false
Sep 2,Sunday,13,"$839,401",+22%,-,"1,705",$492,"$619,760,594",122,false
Sep 3Labor Day,Monday,15,"$563,243",-32.9%,-,"1,705",$330,"$620,323,837",123,false
Sep 4,Tuesday,14,"$121,773",-78.4%,-,"1,705",$71,"$620,445,610",124,false
Sep 5,Wednesday,14,"$87,197",-28.4%,-,"1,705",$51,"$620,532,807",125,false
Sep 6,Thursday,14,"$95,639",+9.7%,-,"1,705",$56,"$620,628,446",126,false
Sep 7,Friday,16,"$217,231",+127.1%,-43.3%,"1,209",$179,"$620,845,677",127,false
Sep 8,Saturday,18,"$405,843",+86.8%,-41%,"1,209",$335,"$621,251,520",128,false
Sep 9,Sunday,20,"$163,107",-59.8%,-80.6%,"1,209",$134,"$621,414,627",129,false
Sep 10,Monday,18,"$46,138",-71.7%,-91.8%,"1,209",$38,"$621,460,765",130,false
Sep 11,Tuesday,17,"$56,594",+22.7%,-53.5%,"1,209",$46,"$621,517,359",131,false
Sep 12,Wednesday,17,"$51,689",-8.7%,-40.7%,"1,209",$42,"$621,569,048",132,false
Sep 13,Thursday,17,"$54,171",+4.8%,-43.4%,"1,209",$44,"$621,623,219",133,false
